OTU_17256	3292
OTU_465	0
OTU_12327	416
OTU_1347	642
OTU_9647	65
OTU_10912	202
OTU_7288	1212
OTU_560	100
OTU_4983	93
OTU_328	18
OTU_14603	29
OTU_1428	112
OTU_342	125
OTU_1272	10
OTU_1151	0
OTU_5206	169
OTU_130	1
OTU_86	73
OTU_18957	0
OTU_376	0
OTU_17257	568
OTU_902	19
OTU_1101	18
OTU_32	0
OTU_988	0
OTU_18830	36
OTU_1026	36
OTU_710	9
OTU_15165	913
OTU_14312	581
OTU_925	79
OTU_10099	1077
OTU_8670	0
OTU_16684	5
OTU_549	45
OTU_661	191
OTU_79	62
OTU_1350	57
OTU_12820	77
OTU_2488	0
OTU_399	59
OTU_1307	99
OTU_862	76
OTU_18050	3663
OTU_1112	201
OTU_11565	454
OTU_538	5
OTU_16612	158
OTU_791	0
OTU_29	15
OTU_10100	118
OTU_8703	0
OTU_5721	801
OTU_252	0
OTU_317	54
OTU_13844	908
OTU_596	104
OTU_414	78
OTU_142	908
OTU_1223	60
OTU_530	260
OTU_50	0
OTU_55	0
OTU_6935	479
OTU_4769	18
OTU_287	41
OTU_945	61
OTU_11179	104
OTU_319	0
OTU_99	0
OTU_1209	36
OTU_17535	18
OTU_1417	0
OTU_6890	101
OTU_528	0
OTU_12714	161
OTU_15010	5500
OTU_824	271
OTU_214	16
OTU_125	44
OTU_552	0
OTU_139	195
OTU_1358	0
OTU_506	5880
OTU_1	461
OTU_74	55
OTU_8552	0
OTU_49	339
OTU_266	20
OTU_4335	1097
OTU_2937	0
OTU_631	124
OTU_462	105
OTU_11400	223
OTU_3214	897
OTU_44	0
OTU_1152	1696
OTU_7314	0
OTU_997	234
OTU_136	0
OTU_5671	41
OTU_628	1
OTU_8553	95
OTU_80	135
OTU_458	44
OTU_18419	277
OTU_9142	565
OTU_11150	1992
OTU_597	37
OTU_15798	1500
OTU_162	322
OTU_169	26
OTU_1153	79
OTU_425	18
OTU_3680	102
OTU_418	626
OTU_6484	0
OTU_1327	2
OTU_877	281
OTU_16448	84
OTU_103	3865
OTU_5818	59
OTU_2376	364
OTU_14086	1675
OTU_293	90
OTU_6485	522
OTU_419	2
OTU_5780	2
OTU_523	1
OTU_1290	20
OTU_7191	791
OTU_1399	0
OTU_17924	179
OTU_172	20
OTU_19552	793
OTU_95	0
OTU_18020	351
OTU_190	2
OTU_1252	13
OTU_71	113
OTU_155	0
OTU_1097	205
OTU_18999	8
OTU_324	45
OTU_692	141
OTU_4521	302
OTU_7533	572
OTU_183	0
OTU_420	737
OTU_36	28
OTU_669	0
OTU_247	64
OTU_3194	208
OTU_6634	8204
OTU_887	49
OTU_131	23
OTU_12880	1107
OTU_126	0
OTU_9567	157
OTU_5957	72
OTU_962	67
OTU_6829	8984
OTU_1414	402
OTU_764	13
OTU_10881	100
OTU_85	4
OTU_883	131
OTU_13111	440
OTU_1183	145
OTU_12128	136
OTU_11295	14
OTU_1154	6
OTU_11711	0
OTU_1814	481
OTU_817	21
OTU_205	39
OTU_191	5
OTU_16394	0
OTU_1244	0
OTU_3	79
OTU_875	61
OTU_391	0
OTU_10159	5
OTU_1238	80
OTU_985	203
OTU_1184	145
OTU_14	10
OTU_15591	0
OTU_11950	46
OTU_19131	857
OTU_14057	259
OTU_19848	0
OTU_1242	2417
OTU_117	9
OTU_1010	9
OTU_480	4
OTU_39	5023
OTU_2851	200
OTU_12063	47
OTU_9082	115
OTU_13439	0
OTU_522	0
OTU_11667	218
OTU_767	26
OTU_384	413
OTU_430	48
OTU_13969	49
OTU_77	509
OTU_14535	12
OTU_1356	130
OTU_599	27
OTU_394	434
OTU_1808	0
OTU_17314	2005
OTU_6022	2
OTU_463	38
OTU_15069	0
OTU_15166	2453
OTU_140	191
OTU_16328	139
OTU_48	9
OTU_6242	0
OTU_14536	0
OTU_16613	25
OTU_19759	12
OTU_10424	619
OTU_12401	52
OTU_14472	1895
OTU_613	6
OTU_504	0
OTU_171	76
OTU_1234	0
OTU_18260	15
OTU_584	5
OTU_16329	2
OTU_11215	41
OTU_17401	15
OTU_16	78
OTU_11854	21
OTU_5	23
OTU_1210	3
OTU_1161	92
OTU_11180	17398
OTU_1138	154
OTU_18926	318
OTU_10289	585
OTU_3757	556
OTU_1443	33
OTU_31	307
OTU_59	53
OTU_1168	0
OTU_8519	62
OTU_18391	6
OTU_11151	128
OTU_14604	187
OTU_1441	37
OTU_1391	649
OTU_197	42
